Drug A,Drug B,Cell Line,Amount of Literatures,Predicted Synergy Score
5-FU,TOPOTECAN,ZR751,0,5.093492
5-FU,VINBLASTINE,A2058,0,23.61858
5-FU,VINBLASTINE,A2780,1,-1.02565
5-FU,VINBLASTINE,A375,0,13.65127
5-FU,VINBLASTINE,A427,0,1.429182
5-FU,VINBLASTINE,CAOV3,0,-24.8592
5-FU,VINBLASTINE,COLO320DM,0,14.67489
5-FU,VINBLASTINE,DLD1,0,9.73018
5-FU,VINBLASTINE,EFM192B,0,6.801451
5-FU,VINBLASTINE,ES2,0,25.86952
5-FU,VINBLASTINE,HCT116,0,8.515999
5-FU,VINBLASTINE,HT144,0,14.67667
5-FU,VINBLASTINE,HT29,3,5.852305
5-FU,VINBLASTINE,KPL1,0,8.742148
5-FU,VINBLASTINE,LNCAP,0,-20.7363
5-FU,VINBLASTINE,LOVO,1,-5.5838
5-FU,VINBLASTINE,MDAMB436,0,5.138809
5-FU,VINBLASTINE,MSTO,0,-15.4348
5-FU,VINBLASTINE,NCIH1650,0,5.651849
5-FU,VINBLASTINE,NCIH2122,0,3.594183
5-FU,VINBLASTINE,NCIH23,0,-4.27278
5-FU,VINBLASTINE,NCIH460,0,4.45696
5-FU,VINBLASTINE,NCIH520,0,2.937994
5-FU,VINBLASTINE,OCUBM,0,29.3152
5-FU,VINBLASTINE,OV90,0,0.820225
5-FU,VINBLASTINE,OVCAR3,0,3.982663
5-FU,VINBLASTINE,PA1,0,-4.80787
5-FU,VINBLASTINE,RKO,0,20.62682
5-FU,VINBLASTINE,RPMI7951,0,-1.4348
5-FU,VINBLASTINE,SKMEL30,0,-25.6118
5-FU,VINBLASTINE,SKMES1,0,1.736643
5-FU,VINBLASTINE,SKOV3,0,8.52089
5-FU,VINBLASTINE,SW620,1,24.67412
5-FU,VINBLASTINE,SW837,0,7.477351
5-FU,VINBLASTINE,T47D,0,-8.22031
5-FU,VINBLASTINE,UACC62,0,3.339469
5-FU,VINBLASTINE,UWB1289,0,-12.6371
5-FU,VINBLASTINE,UWB1289BRCA1,0,9.276489
5-FU,VINBLASTINE,VCAP,0,36.80275
5-FU,VINBLASTINE,ZR751,0,-6.54588
5-FU,VINORELBINE,A2058,0,-8.47412
5-FU,VINORELBINE,A2780,1,-11.026
5-FU,VINORELBINE,A375,1,-4.5511
5-FU,VINORELBINE,A427,0,-4.52372
5-FU,VINORELBINE,CAOV3,0,-36.803
5-FU,VINORELBINE,COLO320DM,0,15.45529
5-FU,VINORELBINE,DLD1,0,8.657536
5-FU,VINORELBINE,EFM192B,0,-10.9332
5-FU,VINORELBINE,ES2,0,8.466108
5-FU,VINORELBINE,HCT116,0,-9.15904
5-FU,VINORELBINE,HT144,0,3.641872
5-FU,VINORELBINE,HT29,1,-12.8944
5-FU,VINORELBINE,KPL1,0,-3.35212
5-FU,VINORELBINE,LNCAP,0,-1.73882
5-FU,VINORELBINE,LOVO,0,-4.62655
5-FU,VINORELBINE,MDAMB436,0,3.002354
5-FU,VINORELBINE,MSTO,0,-0.41715
5-FU,VINORELBINE,NCIH1650,0,-2.52156
5-FU,VINORELBINE,NCIH2122,0,-16.8618
5-FU,VINORELBINE,NCIH23,0,-54.9422
5-FU,VINORELBINE,NCIH460,0,5.757063
5-FU,VINORELBINE,NCIH520,0,-3.76394
5-FU,VINORELBINE,OCUBM,0,-11.428
5-FU,VINORELBINE,OV90,0,22.11574
5-FU,VINORELBINE,OVCAR3,0,-18.8722
5-FU,VINORELBINE,PA1,0,-16.0751
5-FU,VINORELBINE,RKO,0,6.005295
5-FU,VINORELBINE,RPMI7951,0,-9.81097
5-FU,VINORELBINE,SKMEL30,0,-47.3473
5-FU,VINORELBINE,SKMES1,0,10.61723
5-FU,VINORELBINE,SKOV3,0,0.029405
5-FU,VINORELBINE,SW620,0,1.983392
5-FU,VINORELBINE,SW837,0,-5.71557
5-FU,VINORELBINE,T47D,2,3.227156
5-FU,VINORELBINE,UACC62,0,-9.89837
5-FU,VINORELBINE,UWB1289,0,1.529293
5-FU,VINORELBINE,UWB1289BRCA1,0,0.770459
5-FU,VINORELBINE,VCAP,0,-8.45143
5-FU,VINORELBINE,ZR751,0,-7.38444
CARBOPLATIN,CYCLOPHOSPHAMIDE,A2058,0,2.77954
CARBOPLATIN,CYCLOPHOSPHAMIDE,A2780,0,-2.17897
CARBOPLATIN,CYCLOPHOSPHAMIDE,A375,1,9.659521
CARBOPLATIN,CYCLOPHOSPHAMIDE,A427,0,2.980155
CARBOPLATIN,CYCLOPHOSPHAMIDE,CAOV3,2,-7.99718
CARBOPLATIN,CYCLOPHOSPHAMIDE,COLO320DM,0,5.443291
CARBOPLATIN,CYCLOPHOSPHAMIDE,DLD1,0,3.623879
CARBOPLATIN,CYCLOPHOSPHAMIDE,EFM192B,0,5.599616
CARBOPLATIN,CYCLOPHOSPHAMIDE,ES2,0,-0.40168
CARBOPLATIN,CYCLOPHOSPHAMIDE,HCT116,0,11.63847
CARBOPLATIN,CYCLOPHOSPHAMIDE,HT144,0,2.964757
CARBOPLATIN,CYCLOPHOSPHAMIDE,HT29,1,3.120875
CARBOPLATIN,CYCLOPHOSPHAMIDE,KPL1,0,24.77627
CARBOPLATIN,CYCLOPHOSPHAMIDE,LNCAP,0,-24.4892
CARBOPLATIN,CYCLOPHOSPHAMIDE,LOVO,0,1.483052
CARBOPLATIN,CYCLOPHOSPHAMIDE,MDAMB436,0,2.215868
CARBOPLATIN,CYCLOPHOSPHAMIDE,MSTO,0,5.0865
CARBOPLATIN,CYCLOPHOSPHAMIDE,NCIH1650,0,-0.03929
CARBOPLATIN,CYCLOPHOSPHAMIDE,NCIH2122,0,7.198378
CARBOPLATIN,CYCLOPHOSPHAMIDE,NCIH23,0,0.416345
CARBOPLATIN,CYCLOPHOSPHAMIDE,NCIH460,0,2.705863
CARBOPLATIN,CYCLOPHOSPHAMIDE,NCIH520,0,1.213931
CARBOPLATIN,CYCLOPHOSPHAMIDE,OCUBM,0,28.50561
CARBOPLATIN,CYCLOPHOSPHAMIDE,OV90,0,1.076188
CARBOPLATIN,CYCLOPHOSPHAMIDE,OVCAR3,3,-8.94082
CARBOPLATIN,CYCLOPHOSPHAMIDE,PA1,0,-1.60035
CARBOPLATIN,CYCLOPHOSPHAMIDE,RKO,0,26.22932
CARBOPLATIN,CYCLOPHOSPHAMIDE,RPMI7951,0,-2.21234
CARBOPLATIN,CYCLOPHOSPHAMIDE,SKMEL30,0,7.655325
CARBOPLATIN,CYCLOPHOSPHAMIDE,SKMES1,0,2.24779
CARBOPLATIN,CYCLOPHOSPHAMIDE,SKOV3,3,4.278401
CARBOPLATIN,CYCLOPHOSPHAMIDE,SW620,0,5.592835
CARBOPLATIN,CYCLOPHOSPHAMIDE,SW837,0,0.105457
CARBOPLATIN,CYCLOPHOSPHAMIDE,T47D,1,-17.7838
CARBOPLATIN,CYCLOPHOSPHAMIDE,UACC62,0,1.627957
CARBOPLATIN,CYCLOPHOSPHAMIDE,UWB1289,0,-7.79023
CARBOPLATIN,CYCLOPHOSPHAMIDE,UWB1289BRCA1,0,-0.24672
CARBOPLATIN,CYCLOPHOSPHAMIDE,VCAP,9,13.21782
CARBOPLATIN,CYCLOPHOSPHAMIDE,ZR751,0,10.79794
CARBOPLATIN,DEXAMETHASONE,A2058,0,-9.59191
CARBOPLATIN,DEXAMETHASONE,A2780,0,-3.43459
CARBOPLATIN,DEXAMETHASONE,A375,0,1.190094
CARBOPLATIN,DEXAMETHASONE,A427,0,7.384535
CARBOPLATIN,DEXAMETHASONE,CAOV3,0,17.0086
CARBOPLATIN,DEXAMETHASONE,COLO320DM,0,6.006996
CARBOPLATIN,DEXAMETHASONE,DLD1,0,0.690334
CARBOPLATIN,DEXAMETHASONE,EFM192B,0,-15.3791
CARBOPLATIN,DEXAMETHASONE,ES2,0,-11.2857
CARBOPLATIN,DEXAMETHASONE,HCT116,0,4.541849
CARBOPLATIN,DEXAMETHASONE,HT144,0,-6.48097
CARBOPLATIN,DEXAMETHASONE,HT29,0,6.212618
CARBOPLATIN,DEXAMETHASONE,KPL1,0,41.51016
CARBOPLATIN,DEXAMETHASONE,LNCAP,1,-4.89
CARBOPLATIN,DEXAMETHASONE,LOVO,0,8.825386
CARBOPLATIN,DEXAMETHASONE,MDAMB436,0,2.307748
CARBOPLATIN,DEXAMETHASONE,MSTO,0,-1.90378
CARBOPLATIN,DEXAMETHASONE,NCIH1650,0,12.54582
CARBOPLATIN,DEXAMETHASONE,NCIH2122,0,11.14737
CARBOPLATIN,DEXAMETHASONE,NCIH23,0,-8.74573
CARBOPLATIN,DEXAMETHASONE,NCIH460,0,0.689435
CARBOPLATIN,DEXAMETHASONE,NCIH520,0,-1.10921
CARBOPLATIN,DEXAMETHASONE,OCUBM,0,34.20907
CARBOPLATIN,DEXAMETHASONE,OV90,0,-8.7741
CARBOPLATIN,DEXAMETHASONE,OVCAR3,0,9.770989
CARBOPLATIN,DEXAMETHASONE,PA1,0,7.71133
CARBOPLATIN,DEXAMETHASONE,RKO,0,14.80781
CARBOPLATIN,DEXAMETHASONE,RPMI7951,0,-29.5282
CARBOPLATIN,DEXAMETHASONE,SKMEL30,0,9.025588
CARBOPLATIN,DEXAMETHASONE,SKMES1,0,1.813421
CARBOPLATIN,DEXAMETHASONE,SKOV3,1,5.445633
CARBOPLATIN,DEXAMETHASONE,SW620,0,4.77867
CARBOPLATIN,DEXAMETHASONE,SW837,0,-2.05908
CARBOPLATIN,DEXAMETHASONE,T47D,0,-52.5852
CARBOPLATIN,DEXAMETHASONE,UACC62,0,4.509938
CARBOPLATIN,DEXAMETHASONE,UWB1289,0,-6.86142
CARBOPLATIN,DEXAMETHASONE,UWB1289BRCA1,0,-0.1925
CARBOPLATIN,DEXAMETHASONE,VCAP,1,3.01278
CARBOPLATIN,DEXAMETHASONE,ZR751,0,18.34524
CARBOPLATIN,DOXORUBICIN,A2058,0,0.071283
CARBOPLATIN,DOXORUBICIN,A2780,9,3.938032
CARBOPLATIN,DOXORUBICIN,A375,1,7.831957
CARBOPLATIN,DOXORUBICIN,A427,0,-1.53458
CARBOPLATIN,DOXORUBICIN,CAOV3,0,-1.18312
CARBOPLATIN,DOXORUBICIN,COLO320DM,0,7.450961
CARBOPLATIN,DOXORUBICIN,DLD1,0,-1.99797
CARBOPLATIN,DOXORUBICIN,EFM192B,0,-4.98596
CARBOPLATIN,DOXORUBICIN,ES2,0,-0.92801
CARBOPLATIN,DOXORUBICIN,HCT116,2,5.488935
CARBOPLATIN,DOXORUBICIN,HT144,0,10.10967
CARBOPLATIN,DOXORUBICIN,HT29,0,9.663727
CARBOPLATIN,DOXORUBICIN,KPL1,0,1.490107
CARBOPLATIN,DOXORUBICIN,LNCAP,3,7.080919
CARBOPLATIN,DOXORUBICIN,LOVO,0,3.232032
CARBOPLATIN,DOXORUBICIN,MDAMB436,0,0.757765
CARBOPLATIN,DOXORUBICIN,MSTO,0,-15.8345
CARBOPLATIN,DOXORUBICIN,NCIH1650,0,7.673776
CARBOPLATIN,DOXORUBICIN,NCIH2122,0,-9.29655
CARBOPLATIN,DOXORUBICIN,NCIH23,0,-5.85478
CARBOPLATIN,DOXORUBICIN,NCIH460,0,10.51828
CARBOPLATIN,DOXORUBICIN,NCIH520,0,-8.28251
CARBOPLATIN,DOXORUBICIN,OCUBM,0,-1.21635
CARBOPLATIN,DOXORUBICIN,OV90,0,-11.7029
CARBOPLATIN,DOXORUBICIN,OVCAR3,1,-3.09801
CARBOPLATIN,DOXORUBICIN,PA1,0,-13.4433
CARBOPLATIN,DOXORUBICIN,RKO,0,3.24378
CARBOPLATIN,DOXORUBICIN,RPMI7951,0,-7.09735
CARBOPLATIN,DOXORUBICIN,SKMEL30,0,0.356335
CARBOPLATIN,DOXORUBICIN,SKMES1,0,-0.4257
CARBOPLATIN,DOXORUBICIN,SKOV3,3,-7.94426
CARBOPLATIN,DOXORUBICIN,SW620,0,2.388471
CARBOPLATIN,DOXORUBICIN,SW837,0,4.42906
CARBOPLATIN,DOXORUBICIN,T47D,0,7.446506
CARBOPLATIN,DOXORUBICIN,UACC62,0,-0.90815
CARBOPLATIN,DOXORUBICIN,UWB1289,0,8.305552
CARBOPLATIN,DOXORUBICIN,UWB1289BRCA1,0,6.002295
CARBOPLATIN,DOXORUBICIN,VCAP,9,13.67544
CARBOPLATIN,DOXORUBICIN,ZR751,0,6.719076
CARBOPLATIN,ETOPOSIDE,A2058,0,-5.23813
CARBOPLATIN,ETOPOSIDE,A2780,3,9.859602
CARBOPLATIN,ETOPOSIDE,A375,0,-17.5345
CARBOPLATIN,ETOPOSIDE,A427,0,-8.14869
CARBOPLATIN,ETOPOSIDE,CAOV3,2,97.32999
CARBOPLATIN,ETOPOSIDE,COLO320DM,0,9.14526
CARBOPLATIN,ETOPOSIDE,DLD1,0,-4.95513
CARBOPLATIN,ETOPOSIDE,EFM192B,0,-1.53261
CARBOPLATIN,ETOPOSIDE,ES2,0,-12.3043
CARBOPLATIN,ETOPOSIDE,HCT116,0,5.543347
CARBOPLATIN,ETOPOSIDE,HT144,0,12.4425
CARBOPLATIN,ETOPOSIDE,HT29,0,7.665321
CARBOPLATIN,ETOPOSIDE,KPL1,0,22.7366
CARBOPLATIN,ETOPOSIDE,LNCAP,5,8.215665
CARBOPLATIN,ETOPOSIDE,LOVO,0,3.351816
CARBOPLATIN,ETOPOSIDE,MDAMB436,0,18.27618
CARBOPLATIN,ETOPOSIDE,MSTO,0,-9.21262
CARBOPLATIN,ETOPOSIDE,NCIH1650,0,8.521334
CARBOPLATIN,ETOPOSIDE,NCIH2122,0,-1.05316
CARBOPLATIN,ETOPOSIDE,NCIH23,0,-50.3558
CARBOPLATIN,ETOPOSIDE,NCIH460,0,2.91229
CARBOPLATIN,ETOPOSIDE,NCIH520,0,-1.36387
CARBOPLATIN,ETOPOSIDE,OCUBM,0,1.951329
CARBOPLATIN,ETOPOSIDE,OV90,0,-3.16813
CARBOPLATIN,ETOPOSIDE,OVCAR3,2,18.49519
CARBOPLATIN,ETOPOSIDE,PA1,0,-28.5576
CARBOPLATIN,ETOPOSIDE,RKO,0,14.33567
CARBOPLATIN,ETOPOSIDE,RPMI7951,0,-10.3891
CARBOPLATIN,ETOPOSIDE,SKMEL30,0,16.31064
CARBOPLATIN,ETOPOSIDE,SKMES1,0,-4.65705
CARBOPLATIN,ETOPOSIDE,SKOV3,3,-7.84717
CARBOPLATIN,ETOPOSIDE,SW620,0,-0.57048
CARBOPLATIN,ETOPOSIDE,SW837,0,3.282487
CARBOPLATIN,ETOPOSIDE,T47D,0,-5.70181
CARBOPLATIN,ETOPOSIDE,UACC62,0,5.376902
CARBOPLATIN,ETOPOSIDE,UWB1289,0,12.33356
CARBOPLATIN,ETOPOSIDE,UWB1289BRCA1,0,13.86052
CARBOPLATIN,ETOPOSIDE,VCAP,9,7.800472
CARBOPLATIN,ETOPOSIDE,ZR751,0,14.37776
CARBOPLATIN,GEMCITABINE,A2058,0,0.065923
CARBOPLATIN,GEMCITABINE,A2780,6,1.437081
CARBOPLATIN,GEMCITABINE,A375,0,-15.8952
CARBOPLATIN,GEMCITABINE,A427,0,-1.7571
CARBOPLATIN,GEMCITABINE,CAOV3,0,-2.35004
CARBOPLATIN,GEMCITABINE,COLO320DM,0,6.339521
CARBOPLATIN,GEMCITABINE,DLD1,0,4.832463
CARBOPLATIN,GEMCITABINE,EFM192B,0,2.987331
CARBOPLATIN,GEMCITABINE,ES2,0,2.10816
CARBOPLATIN,GEMCITABINE,HCT116,3,-11.9672
CARBOPLATIN,GEMCITABINE,HT144,0,14.78205
CARBOPLATIN,GEMCITABINE,HT29,1,7.585418
CARBOPLATIN,GEMCITABINE,KPL1,0,6.69323
CARBOPLATIN,GEMCITABINE,LNCAP,0,-22.1476
CARBOPLATIN,GEMCITABINE,LOVO,0,0.651843
CARBOPLATIN,GEMCITABINE,MDAMB436,0,10.13175
CARBOPLATIN,GEMCITABINE,MSTO,0,-6.61528
CARBOPLATIN,GEMCITABINE,NCIH1650,0,-3.47885
CARBOPLATIN,GEMCITABINE,NCIH2122,0,-0.07004
CARBOPLATIN,GEMCITABINE,NCIH23,0,-11.4269
CARBOPLATIN,GEMCITABINE,NCIH460,0,7.915146
CARBOPLATIN,GEMCITABINE,NCIH520,0,-0.04876
CARBOPLATIN,GEMCITABINE,OCUBM,0,-0.95442
CARBOPLATIN,GEMCITABINE,OV90,0,-2.7805
CARBOPLATIN,GEMCITABINE,OVCAR3,0,-0.55987
CARBOPLATIN,GEMCITABINE,PA1,0,-7.22759
CARBOPLATIN,GEMCITABINE,RKO,0,-16.2115
CARBOPLATIN,GEMCITABINE,RPMI7951,0,-6.88607
CARBOPLATIN,GEMCITABINE,SKMEL30,0,4.259887
CARBOPLATIN,GEMCITABINE,SKMES1,0,-13.1505
CARBOPLATIN,GEMCITABINE,SKOV3,1,-4.12821
CARBOPLATIN,GEMCITABINE,SW620,0,-0.99424
CARBOPLATIN,GEMCITABINE,SW837,0,12.4579
CARBOPLATIN,GEMCITABINE,T47D,0,-8.08651
CARBOPLATIN,GEMCITABINE,UACC62,0,5.357505
CARBOPLATIN,GEMCITABINE,UWB1289,0,2.12584
CARBOPLATIN,GEMCITABINE,UWB1289BRCA1,0,11.62401
CARBOPLATIN,GEMCITABINE,VCAP,0,7.413624
CARBOPLATIN,GEMCITABINE,ZR751,0,9.828292
CARBOPLATIN,METFORMIN,A2058,0,-5.81888
CARBOPLATIN,METFORMIN,A2780,1,-3.33869
CARBOPLATIN,METFORMIN,A375,0,4.317632
CARBOPLATIN,METFORMIN,A427,0,-4.82529
CARBOPLATIN,METFORMIN,CAOV3,0,-22.1865
CARBOPLATIN,METFORMIN,COLO320DM,0,2.920415
CARBOPLATIN,METFORMIN,DLD1,0,0.323514
CARBOPLATIN,METFORMIN,EFM192B,0,-8.70925
CARBOPLATIN,METFORMIN,ES2,0,-4.50562
CARBOPLATIN,METFORMIN,HCT116,0,-1.6414
CARBOPLATIN,METFORMIN,HT144,0,-0.97705
CARBOPLATIN,METFORMIN,HT29,0,-2.78743
CARBOPLATIN,METFORMIN,KPL1,0,5.999439
CARBOPLATIN,METFORMIN,LNCAP,0,-0.16219
CARBOPLATIN,METFORMIN,LOVO,0,-6.62927
CARBOPLATIN,METFORMIN,MDAMB436,0,-0.39844
CARBOPLATIN,METFORMIN,MSTO,0,4.648823
CARBOPLATIN,METFORMIN,NCIH1650,0,-3.32646
CARBOPLATIN,METFORMIN,NCIH2122,0,-6.8143
CARBOPLATIN,METFORMIN,NCIH23,0,-3.70371
CARBOPLATIN,METFORMIN,NCIH460,0,-7.41861
CARBOPLATIN,METFORMIN,NCIH520,0,-5.89069
CARBOPLATIN,METFORMIN,OCUBM,0,-0.85399
CARBOPLATIN,METFORMIN,OV90,0,-5.54297
CARBOPLATIN,METFORMIN,OVCAR3,0,-15.9849
CARBOPLATIN,METFORMIN,PA1,0,-2.5554
CARBOPLATIN,METFORMIN,RKO,0,4.338474
CARBOPLATIN,METFORMIN,RPMI7951,0,-7.58455
CARBOPLATIN,METFORMIN,SKMEL30,0,-0.31967
CARBOPLATIN,METFORMIN,SKMES1,0,-1.51324
CARBOPLATIN,METFORMIN,SKOV3,1,-2.83434
CARBOPLATIN,METFORMIN,SW620,0,-1.12022
CARBOPLATIN,METFORMIN,SW837,0,-4.55045
CARBOPLATIN,METFORMIN,T47D,0,-1.18122
CARBOPLATIN,METFORMIN,UACC62,0,-6.17634
CARBOPLATIN,METFORMIN,UWB1289,0,-2.83613
CARBOPLATIN,METFORMIN,UWB1289BRCA1,0,-4.91945
CARBOPLATIN,METFORMIN,VCAP,0,-0.46971
CARBOPLATIN,METFORMIN,ZR751,0,-3.65718
CARBOPLATIN,METHOTREXATE,A2058,0,-28.7925
CARBOPLATIN,METHOTREXATE,A2780,0,-12.8391
CARBOPLATIN,METHOTREXATE,A375,0,-13.8329
CARBOPLATIN,METHOTREXATE,A427,0,1.34549
CARBOPLATIN,METHOTREXATE,CAOV3,0,-24.5166
CARBOPLATIN,METHOTREXATE,COLO320DM,0,-4.31538
CARBOPLATIN,METHOTREXATE,DLD1,0,-6.5299
CARBOPLATIN,METHOTREXATE,EFM192B,0,-9.48734
CARBOPLATIN,METHOTREXATE,ES2,0,-9.24328
CARBOPLATIN,METHOTREXATE,HCT116,0,-35.0164
CARBOPLATIN,METHOTREXATE,HT144,0,-3.28989
CARBOPLATIN,METHOTREXATE,HT29,0,-10.4039
CARBOPLATIN,METHOTREXATE,KPL1,0,-16.2827
CARBOPLATIN,METHOTREXATE,LNCAP,0,-17.4144
CARBOPLATIN,METHOTREXATE,LOVO,0,-10.2586
CARBOPLATIN,METHOTREXATE,MDAMB436,0,-7.25599
CARBOPLATIN,METHOTREXATE,MSTO,0,-17.002
CARBOPLATIN,METHOTREXATE,NCIH1650,0,-16.18
CARBOPLATIN,METHOTREXATE,NCIH2122,0,-8.08186
CARBOPLATIN,METHOTREXATE,NCIH23,0,-27.3877
CARBOPLATIN,METHOTREXATE,NCIH460,0,-31.1573
CARBOPLATIN,METHOTREXATE,NCIH520,0,-18.1506
CARBOPLATIN,METHOTREXATE,OCUBM,0,-5.56468
CARBOPLATIN,METHOTREXATE,OV90,0,-4.47196
CARBOPLATIN,METHOTREXATE,OVCAR3,0,-34.8086
CARBOPLATIN,METHOTREXATE,PA1,0,-31.0864
CARBOPLATIN,METHOTREXATE,RKO,0,-30.5624
CARBOPLATIN,METHOTREXATE,RPMI7951,0,-15.9443
CARBOPLATIN,METHOTREXATE,SKMEL30,0,-7.32054
CARBOPLATIN,METHOTREXATE,SKMES1,0,-11.6965
CARBOPLATIN,METHOTREXATE,SKOV3,0,-9.35496
CARBOPLATIN,METHOTREXATE,SW620,0,-15.1049
CARBOPLATIN,METHOTREXATE,SW837,0,-9.90999
CARBOPLATIN,METHOTREXATE,T47D,0,-23.2825
CARBOPLATIN,METHOTREXATE,UACC62,0,-8.68232
CARBOPLATIN,METHOTREXATE,UWB1289,0,-5.60951
CARBOPLATIN,METHOTREXATE,UWB1289BRCA1,0,-10.8963
CARBOPLATIN,METHOTREXATE,VCAP,0,-16.6777
CARBOPLATIN,METHOTREXATE,ZR751,0,-16.0484
CARBOPLATIN,MITOMYCIN,A2058,0,-0.79124
CARBOPLATIN,MITOMYCIN,A2780,0,2.930136
CARBOPLATIN,MITOMYCIN,A375,0,12.17366
CARBOPLATIN,MITOMYCIN,A427,0,-3.66151
CARBOPLATIN,MITOMYCIN,CAOV3,0,-3.42531
CARBOPLATIN,MITOMYCIN,COLO320DM,0,7.452591
CARBOPLATIN,MITOMYCIN,DLD1,0,-1.47076
CARBOPLATIN,MITOMYCIN,EFM192B,0,-5.3792
CARBOPLATIN,MITOMYCIN,ES2,0,-1.01356
CARBOPLATIN,MITOMYCIN,HCT116,0,-0.41954
CARBOPLATIN,MITOMYCIN,HT144,0,12.98319
CARBOPLATIN,MITOMYCIN,HT29,0,8.449643
CARBOPLATIN,MITOMYCIN,KPL1,0,14.58105
CARBOPLATIN,MITOMYCIN,LNCAP,0,-7.60986
CARBOPLATIN,MITOMYCIN,LOVO,0,9.232191
CARBOPLATIN,MITOMYCIN,MDAMB436,0,5.332604
CARBOPLATIN,MITOMYCIN,MSTO,0,-6.39538
CARBOPLATIN,MITOMYCIN,NCIH1650,0,1.803054
CARBOPLATIN,MITOMYCIN,NCIH2122,0,-11.0828
CARBOPLATIN,MITOMYCIN,NCIH23,0,-5.08143
CARBOPLATIN,MITOMYCIN,NCIH460,0,-1.89734
CARBOPLATIN,MITOMYCIN,NCIH520,0,-3.14652
CARBOPLATIN,MITOMYCIN,OCUBM,0,-2.20778
CARBOPLATIN,MITOMYCIN,OV90,0,-9.9784
CARBOPLATIN,MITOMYCIN,OVCAR3,0,14.03441
CARBOPLATIN,MITOMYCIN,PA1,0,-12.6004
CARBOPLATIN,MITOMYCIN,RKO,0,-4.40505
CARBOPLATIN,MITOMYCIN,RPMI7951,0,-8.91394
CARBOPLATIN,MITOMYCIN,SKMEL30,0,2.077623
CARBOPLATIN,MITOMYCIN,SKMES1,0,-2.60072
CARBOPLATIN,MITOMYCIN,SKOV3,0,-7.46197
CARBOPLATIN,MITOMYCIN,SW620,0,-2.95345
CARBOPLATIN,MITOMYCIN,SW837,0,14.73428
CARBOPLATIN,MITOMYCIN,T47D,0,-38.7628
CARBOPLATIN,MITOMYCIN,UACC62,0,8.427104
CARBOPLATIN,MITOMYCIN,UWB1289,0,12.2181
CARBOPLATIN,MITOMYCIN,UWB1289BRCA1,0,17.46257
CARBOPLATIN,MITOMYCIN,VCAP,0,9.527033
CARBOPLATIN,MITOMYCIN,ZR751,0,-0.9492
CARBOPLATIN,OXALIPLATIN,A2058,0,-5.24615
CARBOPLATIN,OXALIPLATIN,A2780,12,-10.1484
CARBOPLATIN,OXALIPLATIN,A375,1,-2.42882
CARBOPLATIN,OXALIPLATIN,A427,0,-6.00276
CARBOPLATIN,OXALIPLATIN,CAOV3,0,-21.7681
CARBOPLATIN,OXALIPLATIN,COLO320DM,0,6.235896
CARBOPLATIN,OXALIPLATIN,DLD1,0,-5.0531
CARBOPLATIN,OXALIPLATIN,EFM192B,0,-9.62414
CARBOPLATIN,OXALIPLATIN,ES2,0,-11.5032
CARBOPLATIN,OXALIPLATIN,HCT116,15,6.078726
CARBOPLATIN,OXALIPLATIN,HT144,0,-5.39365
CARBOPLATIN,OXALIPLATIN,HT29,7,-1.763
CARBOPLATIN,OXALIPLATIN,KPL1,0,14.98636
CARBOPLATIN,OXALIPLATIN,LNCAP,0,3.630452
CARBOPLATIN,OXALIPLATIN,LOVO,0,-13.7623
CARBOPLATIN,OXALIPLATIN,MDAMB436,0,-3.5213
CARBOPLATIN,OXALIPLATIN,MSTO,0,2.336616
CARBOPLATIN,OXALIPLATIN,NCIH1650,0,-5.1634
CARBOPLATIN,OXALIPLATIN,NCIH2122,0,-1.57456
CARBOPLATIN,OXALIPLATIN,NCIH23,0,-16.3998
CARBOPLATIN,OXALIPLATIN,NCIH460,0,-19.6733
CARBOPLATIN,OXALIPLATIN,NCIH520,0,-11.0795
CARBOPLATIN,OXALIPLATIN,OCUBM,0,15.37116
CARBOPLATIN,OXALIPLATIN,OV90,0,-16.3641
CARBOPLATIN,OXALIPLATIN,OVCAR3,0,-8.75033
CARBOPLATIN,OXALIPLATIN,PA1,0,-30.5216
CARBOPLATIN,OXALIPLATIN,RKO,1,0.879819
CARBOPLATIN,OXALIPLATIN,RPMI7951,0,-21.8919
CARBOPLATIN,OXALIPLATIN,SKMEL30,0,-0.00258
CARBOPLATIN,OXALIPLATIN,SKMES1,0,-3.69927
CARBOPLATIN,OXALIPLATIN,SKOV3,2,-6.22691
CARBOPLATIN,OXALIPLATIN,SW620,1,-6.70883
CARBOPLATIN,OXALIPLATIN,SW837,0,-2.89178
CARBOPLATIN,OXALIPLATIN,T47D,1,-27.6681
CARBOPLATIN,OXALIPLATIN,UACC62,0,-7.77423
CARBOPLATIN,OXALIPLATIN,UWB1289,0,5.184879
CARBOPLATIN,OXALIPLATIN,UWB1289BRCA1,0,-4.9163
CARBOPLATIN,OXALIPLATIN,VCAP,0,6.320905
CARBOPLATIN,OXALIPLATIN,ZR751,0,-5.82044
CARBOPLATIN,PACLITAXEL,A2058,0,-27.9931
CARBOPLATIN,PACLITAXEL,A2780,24,-10.9513
CARBOPLATIN,PACLITAXEL,A375,1,19.98036
CARBOPLATIN,PACLITAXEL,A427,0,-3.37385
CARBOPLATIN,PACLITAXEL,CAOV3,3,-12.3203
CARBOPLATIN,PACLITAXEL,COLO320DM,0,10.03216
CARBOPLATIN,PACLITAXEL,DLD1,0,-0.66002
